CTFT id;Family;Species;Specific gravity;Country;Sub-continent;Herbarium occurrence
21574;FABACEAE;Pterocarpus angolensis DC.;0.61;Angola;Afrique;1
21575;CAESALPINIACEAE;Baikiaea plurijuga Harms;0.83;Angola;Afrique;1
21576;CAPPARACEAE;Boscia albitrunca Gilg & Benedict.;0.84;Angola;Afrique;1
21577;EBENACEAE;Diospyros mespiliformis Hochst. ex A.DC.;0.76;Angola;Afrique;1
21578;PHYLLANTHACEAE;Pseudolachnostylis maprouneifolia Pax;;Angola;Afrique;1
21579;DIPTEROCARPACEAE;Monotes dasyanthus Gilg;0.85;Angola;Afrique;1
21580;COMBRETACEAE;Combretum collinum Fresen.;0.96;Angola;Afrique;1
21581;MALVACEAE;Sterculia quinqueloba (Garke) K.Schum.;0.45;Angola;Afrique;1
21582;CHRYSOBALANACEAE;Parinari curatellifolia Planch. ex Benth.;0.73;Angola;Afrique;1
21583;RUBIACEAE;Gardenia ternifolia Schumach. & Thonn.;;Angola;Afrique;1
21584;KIRKIACEAE;Kirkia acuminata Oliv.;0.57;Angola;Afrique;1
21585;CAESALPINIACEAE;Baikiaea plurijuga Harms;;Angola;Afrique;1
21586;PROTEACEAE;Faurea rochetiana (A.Rich.) Chiov.;0.66;Angola;Afrique;1
21587;CAESALPINIACEAE;Erythrophleum africanum Harms;1;Angola;Afrique;1
21588;RHAMNACEAE;Berchemia discolor (Klotzsch) Hemsl.;1.04;Angola;Afrique;1
21589;LOGANIACEAE;Strychnos spinosa Lam.;0.82;Angola;Afrique;1
21590;MORACEAE;Ficus gnaphalocarpa (Miq.) Steud. ex Miq.;;Angola;Afrique;1
21591;MIMOSACEAE;Acacia erubescens Welw. ex Oliv.;1.21;Angola;Afrique;1
21592;KIRKIACEAE;Kirkia acuminata Oliv.;0.59;Angola;Afrique;1
21593;CAESALPINIACEAE;Brachystegia longifolia Benth.;0.59;Angola;Afrique;1
21594;CAESALPINIACEAE;Afzelia quanzensis Welw.;0.77;Angola;Afrique;1
21595;FABACEAE;Erythrina droogmansiana De Wild. & Th.Dur;0.46;Angola;Afrique;1
21596;MALVACEAE;Sterculia tragacantha Lindl.;;Angola;Afrique;1
21597;CANNABACEAE;Celtis gomphophylla Baker;;Angola;Afrique;1
21598;BURSERACEAE;Commiphora angolensis Engl.;;Angola;Afrique;1
21599;MIMOSACEAE;Acacia erioloba Edgew.;1.1;Angola;Afrique;1
21600;MORACEAE;Ficus sp;;Angola;Afrique;1
21601;MALVACEAE;Sterculia setigera Delile;0.27;Angola;Afrique;1
21602;CAESALPINIACEAE;Erythrophleum africanum Harms;0.84;Angola;Afrique;1
21603;RHAMNACEAE;Berchemia discolor (Klotzsch) Hemsl.;1.02;Angola;Afrique;1
21604;DIPTEROCARPACEAE;Monotes africana A.DC.;1.08;Angola;Afrique;1
21605;CAESALPINIACEAE;Cryptosepalum exfoliatum De Wild. ssp. pseudotaxus;0.83;Angola;Afrique;1
21606;CAESALPINIACEAE;Isoberlinia angolensis Hoyle & Brenan;0.5;Angola;Afrique;1
21607;EUPHORBIACEAE;Maprounea africana Müll.Arg.;0.59;Angola;Afrique;1
21608;DIPTEROCARPACEAE;Monotes caloneurus Gilg;;Angola;Afrique;1
21609;LOGANIACEAE;Strychnos cocculoides Baker;0.82;Angola;Afrique;1
21610;FABACEAE;Pterocarpus tinctorius Welw.;;Angola;Afrique;1
21611;FABACEAE;Pterocarpus tinctorius Welw.;;Angola;Afrique;1
21612;COMBRETACEAE;Combretum collinum Fresen.;0.94;Angola;Afrique;1
21613;ARALIACEAE;Cussonia angolensis Hiern;0.39;Angola;Afrique;1
21614;PHYLLANTHACEAE;Uapaca gossweileri Hutch.;0.66;Angola;Afrique;1
21615;LOGANIACEAE;Strychnos cocculoides Baker;;Angola;Afrique;1
21616;LOGANIACEAE;Strychnos cocculoides Baker;0.8;Angola;Afrique;1
21617;COMBRETACEAE;Pteleopsis anisoptera (Welw.) Engl. & Diels;0.9;Angola;Afrique;1
21618;MELIACEAE;Entandrophragma spicatum Sprague;0.7;Angola;Afrique;1
21619;EBENACEAE;Diospyros batocana Hiern;0.96;Angola;Afrique;1
21620;INCONNUE;Famille inconnue;;Angola;Afrique;1
21621;MIMOSACEAE;Inga edulis Mart.;;Angola;Afrique;1
21622;MORACEAE;Ficus sur Forsskal;;Angola;Afrique;1
21623;MORACEAE;Ficus glumosa Delile;;Angola;Afrique;1
21624;APOCYNACEAE;Carissa spinarum L.;0.58;Angola;Afrique;1
21625;CAESALPINIACEAE;Brachystegia microphylla Harms;0.75;Angola;Afrique;1
21626;COMBRETACEAE;Combretum collinum Fresen.;;Angola;Afrique;1
21627;COMBRETACEAE;Combretum zeyheri Sond.;;Angola;Afrique;1
21628;ZYGOPHYLLACEAE;Balanites angolensis (Welw.) Mildbr, & Schltr.;0.92;Angola;Afrique;1
21629;ANACARDIACEAE;Ozoroa insignis Delile;0.78;Angola;Afrique;1
21630;PHYLLANTHACEAE;Uapaca gossweileri Hutch.;0.69;Angola;Afrique;1
21631;CAESALPINIACEAE;Brachystegia spiciformis Benth.;0.72;Angola;Afrique;1
21632;APOCYNACEAE;Strophanthus amboensis Engl. & Pax;0.55;Angola;Afrique;1
21633;OLACACEAE;Ximenia americana L.;;Angola;Afrique;1
21634;CAESALPINIACEAE;Brachystegia spiciformis Benth.;0.73;Angola;Afrique;1
21635;FABACEAE;Pericopsis angolensis Van Meeuw.;0.93;Angola;Afrique;1
21636;SIMAROUBACEAE;Quassia undulata (Guill. & Perr.) D.Dietr.;0.42;Angola;Afrique;1
21637;RUBIACEAE;Gardenia ternifolia Schumach. & Thonn.;;Angola;Afrique;1
21638;CAESALPINIACEAE;Colophospermum mopane J.Leonard;0.91;Angola;Afrique;1
21639;APOCYNACEAE;Carissa spinarum L.;0.74;Angola;Afrique;1
21640;PROTEACEAE;Protea petiolaris (Hiern) Bak. & Wright;0.71;Angola;Afrique;1
21641;RUBIACEAE;Psydrax parviflora (Afzel.) Bridson;0.85;Angola;Afrique;1
21642;RUBIACEAE;Keetia venosa (Oliv.) Bridson;0.73;Angola;Afrique;1
21643;CAESALPINIACEAE;Brachystegia bakeriana Burtt Davy & Hutch.;0.56;Angola;Afrique;1
21644;FABACEAE;Aeschynomene elaphroxylon (Guill. & Perr.) Taub.;0.07;Angola;Afrique;1
21645;MIMOSACEAE;Acacia etbaica Schweinf.;0.74;Angola;Afrique;1
21646;EUPHORBIACEAE;Ricinus communis L.;0.35;Angola;Afrique;1
21647;RUBIACEAE;Crossopteryx febrifuga (Afzel ex G.Don) Benth.;0.7;Angola;Afrique;1
21648;CAESALPINIACEAE;Brachystegia puberula Burtt Davy & Hutch.;0.78;Angola;Afrique;1
21649;EUPHORBIACEAE;Alchornea cordifolia (Schum. & Thonn.) Muell.Arg.;0.43;Angola;Afrique;1
21650;CAPPARACEAE;Maerua angolensis DC.;0.95;Angola;Afrique;1
21651;BORAGINACEAE;Cordia sinensis Lam.;;Angola;Afrique;1
21652;MIMOSACEAE;Acacia karroo Hayne;;Angola;Afrique;1
21653;LAMIACEAE;Vitex madiensis Oliv. ssp. milanjiensis W.Piep.;;Angola;Afrique;1
21654;MORACEAE;Ficus sp;;Angola;Afrique;1
21655;FABACEAE;Aeschynomene elaphroxylon (Guill. & Perr.) Taub.;0.06;Angola;Afrique;1
21656;MALVACEAE;Grewia sp;;Angola;Afrique;1
21657;CAESALPINIACEAE;Brachystegia floribunda Benth.;0.76;Angola;Afrique;1
21658;DIPTEROCARPACEAE;Monotes caloneurus Gilg;0.89;Angola;Afrique;1
21659;CANNABACEAE;Trema orientalis (L.) Blume;;Angola;Afrique;1
21660;COMBRETACEAE;Combretum collinum Fresen.;;Angola;Afrique;1
21661;DIPTEROCARPACEAE;Monotes caloneurus Gilg;;Angola;Afrique;1
21662;PROTEACEAE;Faurea saligna Harv.;;Angola;Afrique;1
21663;ARALIACEAE;Cussonia angolensis Hiern;0.43;Angola;Afrique;1
21664;MORACEAE;Ficus sur Forsskal;;Angola;Afrique;1
21665;EUPHORBIACEAE;Manihot carthaginensis Müll.Arg. ssp glaziovii Allem.;0.37;Angola;Afrique;1
21666;OLACACEAE;Ximenia caffra Sond.;0.8;Angola;Afrique;1
21667;CAESALPINIACEAE;Hymenostegia laxiflora Harms;0.93;Angola;Afrique;1
21668;COMBRETACEAE;Combretum apiculatum Sond.;0.88;Angola;Afrique;1
21669;MALVACEAE;Grewia cyclopetala Wavra & Peyr.;;Angola;Afrique;1
21670;ANACARDIACEAE;Searsia anchietae (Ficalhoan & Hiern) Moffett;0.61;Angola;Afrique;1
21671;LAMIACEAE;Premna angolensis Gürke;;Angola;Afrique;1
21672;ANACARDIACEAE;Lannea welwitschii (Hiern) Engl.;0.49;Angola;Afrique;1
21673;AQUIFOLIACEAE;Ilex mitis Radlk.;0.53;Angola;Afrique;1
21674;LOGANIACEAE;Strychnos cocculoides Baker;0.36;Angola;Afrique;1
21675;APIACEAE;Steganotaenia araliacea Hochst.;0.54;Angola;Afrique;1
21676;PHYLLANTHACEAE;Uapaca nitida Müll.Arg.;0.64;Angola;Afrique;1
21677;LOGANIACEAE;Strychnos spinosa Lam.;;Angola;Afrique;1
21678;PROTEACEAE;Faurea saligna Harv.;;Angola;Afrique;1
21679;COMBRETACEAE;Combretum zeyheri Sond.;;Angola;Afrique;1
21680;EUPHORBIACEAE;Alchornea cordifolia (Schum. & Thonn.) Muell.Arg.;0.27;Angola;Afrique;1
21681;COMBRETACEAE;Combretum zeyheri Sond.;;Angola;Afrique;1
21682;CAESALPINIACEAE;Julbernardia paniculata Troupin;0.82;Angola;Afrique;1
21683;GENTIANACEAE;Anthocleista liebrechtsiana De Wild. & T.Durand;0.65;Angola;Afrique;1
21684;CAESALPINIACEAE;Colophospermum mopane J.Leonard;0.8;Angola;Afrique;1
21685;COMBRETACEAE;Combretum molle R.Br. ex G.Don;;Angola;Afrique;1
21686;CELASTRACEAE;Cassine buchananii Loes.;0.85;Angola;Afrique;1
21687;DIPTEROCARPACEAE;Monotes caloneurus Gilg;0.84;Angola;Afrique;1
21688;PROTEACEAE;Faurea rochetiana (A.Rich.) Chiov.;;Angola;Afrique;1
21689;RUBIACEAE;Tricalysia griseiflora K.Schum. var. griseiflora;0.62;Angola;Afrique;1
21690;BIGNONIACEAE;Markhamia tomentosa (Benth.) K.Schum. ex Engl.;;Angola;Afrique;1
21691;RUBIACEAE;Gardenia ternifolia Schumach. & Thonn.;0.86;Angola;Afrique;1
21692;MIMOSACEAE;Acacia tortilis Hayne;;Angola;Afrique;1
21693;CAESALPINIACEAE;Parkinsonia aculeata L.;0.73;Angola;Afrique;1
21694;ANNONACEAE;Artabotrys antunensis Engl. & Diels;0.64;Angola;Afrique;1
21695;PHYLLANTHACEAE;Antidesma venosum E.Mey ex Tul.;0.6;Angola;Afrique;1
21696;EUPHORBIACEAE;Manihot esculenta Crantz;;Angola;Afrique;1
21697;RUBIACEAE;Gardenia ternifolia Schumach. & Thonn.;0.81;Angola;Afrique;1
21698;CAESALPINIACEAE;Isoberlinia tomentosa Craib.;0.66;Angola;Afrique;1
21699;OLEACEAE;Schrebera trichoclada Welw.;0.71;Angola;Afrique;1
21700;MYRTACEAE;Psidium guajava L.;0.77;Angola;Afrique;1
21701;BURSERACEAE;Commiphora anacardiifolia Dinter & Engl.;0.25;Angola;Afrique;1
21702;CAESALPINIACEAE;Brachystegia puberula Burtt Davy & Hutch.;0.72;Angola;Afrique;1
21703;PROTEACEAE;Protea gaguedi J.F.Gmel.;0.69;Angola;Afrique;1
21704;RHAMNACEAE;Ziziphus mucronata Willd.;0.74;Angola;Afrique;1
21705;MELIACEAE;Entandrophragma spicatum Sprague;0.7;Angola;Afrique;1
21706;RHIZOPHORACEAE;Cassipourea gummiflua Tul.;0.65;Angola;Afrique;1
21707;PHYLLANTHACEAE;Bridelia micrantha (Hochst.) Baill.;;Angola;Afrique;1
21708;MELIACEAE;Entandrophragma spicatum Sprague;0.63;Angola;Afrique;1
21709;PHYLLANTHACEAE;Bridelia micrantha (Hochst.) Baill.;;Angola;Afrique;1
21710;COMBRETACEAE;Terminalia brachystemma Welw. ex Hiern;0.8;Angola;Afrique;1
21711;PHYLLANTHACEAE;Uapaca nitida Müll.Arg.;;Angola;Afrique;1
21712;EUPHORBIACEAE;Schinziophyton rautanenii (Schinz) Radcl.-Sm.;0.18;Angola;Afrique;1
21713;COMBRETACEAE;Combretum psidioides Welw.;0.84;Angola;Afrique;1
21714;ARALIACEAE;Cussonia angolensis Hiern;0.35;Angola;Afrique;1
21715;MIMOSACEAE;Albizia coriaria Welw. ex Oliv.;0.62;Angola;Afrique;1
21716;BIGNONIACEAE;Markhamia tomentosa (Benth.) K.Schum. ex Engl.;;Angola;Afrique;1
21717;BIGNONIACEAE;Spathodea campanulata Beauv.;;Angola;Afrique;1
21718;MELASTOMATACEAE;Memecylon flavovirens Baker;;Angola;Afrique;1
21719;LAMIACEAE;Vitex madiensis Oliv. ssp. milanjiensis W.Piep.;;Angola;Afrique;1
21720;RUBIACEAE;Psydrax parviflora (Afzel.) Bridson;0.88;Angola;Afrique;1
21721;BURSERACEAE;Commiphora multijuga K.Schum.;;Angola;Afrique;1
21722;PHYLLANTHACEAE;Antidesma venosum E.Mey ex Tul.;0.59;Angola;Afrique;1
21723;POLYGALACEAE;Securidaca longipedunculata Fres.;0.65;Angola;Afrique;1
21724;EUPHORBIACEAE;Croton gratissimus Burch.;0.87;Angola;Afrique;1
21725;MIMOSACEAE;Amblygonocarpus andongensis (Welw. ex Oliv.) Exell & Torre;;Angola;Afrique;1
21726;RUBIACEAE;Dictyandra arborescens Welw. ex Hook.f.;0.68;Angola;Afrique;1
21727;MIMOSACEAE;Dichrostachys cinerea (L.) Wight & Arn.;0.75;Angola;Afrique;1
21728;SOLANACEAE;Solanum mauritianum Scop.;;Angola;Afrique;1
21729;STILBACEAE;Nuxia congesta R.Br. ex Fresen.;0.68;Angola;Afrique;1
21730;SAPOTACEAE;Manilkara obovata (Sabine & G.Don) Hemsl.;;Angola;Afrique;1
21731;COMBRETACEAE;Terminalia sericea Burch. ex DC;;Angola;Afrique;1
21732;PHYLLANTHACEAE;Bridelia micrantha (Hochst.) Baill.;0.75;Angola;Afrique;1
21733;BURSERACEAE;Commiphora angolensis Engl.;;Angola;Afrique;1
21734;SIMAROUBACEAE;Quassia undulata (Guill. & Perr.) D.Dietr.;0.35;Angola;Afrique;1
21735;PHYLLANTHACEAE;Uapaca nitida Müll.Arg.;0.78;Angola;Afrique;1
21736;COMBRETACEAE;Combretum hereroense Schinz;0.92;Angola;Afrique;1
21737;RUBIACEAE;Coffea canephora Pierre ex A.Froehner;0.79;Angola;Afrique;1
21738;MALVACEAE;Theobroma cacao L.;;Angola;Afrique;1
21739;CAESALPINIACEAE;Brachystegia wangermeeana De Wild.;0.69;Angola;Afrique;1
21740;EUPHORBIACEAE;Euphorbia candelabrum Tremaux ex Kotschy;0.23;Angola;Afrique;1
21741;PRIMULACEAE;Maesa lanceolata Forssk.;0.49;Angola;Afrique;1
21742;ASPARAGACEAE;Agave sisalana Perrine;;Angola;Afrique;0
21743;CLUSIACEAE;Garcinia huillensis Welw. ex Oliv.;0.95;Angola;Afrique;1
21744;BURSERACEAE;Commiphora multijuga K.Schum.;;Angola;Afrique;1
21745;LAMIACEAE;Vitex doniana Sweet;;Angola;Afrique;1
21746;CAPPARACEAE;Maerua angolensis DC.;0.91;Angola;Afrique;1
21747;MYRTACEAE;Syzygium guineense (Willd.) DC.;;Angola;Afrique;1
21748;FABACEAE;Lonchocarpus sericeus (Poir.) Kunth ex DC.;;Angola;Afrique;1
21749;RHAMNACEAE;Ziziphus abyssinica Hoscht. ex A.Rich.;0.73;Angola;Afrique;1
21750;CAESALPINIACEAE;Brachystegia bakeriana Burtt Davy & Hutch.;0.75;Angola;Afrique;1
21751;FABACEAE;Calpurnia aurea (Ait.) Benth.;0.86;Angola;Afrique;1
21752;COMBRETACEAE;Combretum zeyheri Sond.;1.02;Angola;Afrique;1
21753;RUBIACEAE;Gardenia ternifolia Schumach. & Thonn.;;Angola;Afrique;1
21754;CAESALPINIACEAE;Peltophorum africanum Sond.;0.73;Angola;Afrique;1
21755;EUPHORBIACEAE;Croton gratissimus Burch.;0.94;Angola;Afrique;1
21756;RUBIACEAE;Gardenia ternifolia Schumach. & Thonn.;;Angola;Afrique;1
21757;RUBIACEAE;Gardenia ternifolia Schumach. & Thonn.;;Angola;Afrique;1
21758;FABACEAE;Baphia massaiensis Taub.;0.81;Angola;Afrique;1
21759;BURSERACEAE;Commiphora angolensis Engl.;;Angola;Afrique;1
21760;FABACEAE;Pericopsis angolensis Van Meeuw.;;Angola;Afrique;1
21761;ANACARDIACEAE;Ozoroa insignis Delile;0.66;Angola;Afrique;1
21762;MORACEAE;Ficus sur Forsskal;;Angola;Afrique;1
21763;COMBRETACEAE;Pteleopsis anisoptera (Welw.) Engl. & Diels;;Angola;Afrique;1
21764;ANACARDIACEAE;Searsia anchietae (Ficalhoan & Hiern) Moffett;0.62;Angola;Afrique;1
21765;COMBRETACEAE;Terminalia sericea Burch. ex DC;0.82;Angola;Afrique;1
21766;BURSERACEAE;Commiphora pyracanthoides Engl.;0.25;Angola;Afrique;1
21767;MIMOSACEAE;Acacia ataxacantha DC.;0.92;Angola;Afrique;1
21768;TAMARICACEAE;Tamarix usneoides Mey ex Bunge;0.6;Angola;Afrique;1
21769;BURSERACEAE;Commiphora pyracanthoides Engl.;0.15;Angola;Afrique;1
21770;CAESALPINIACEAE;Bauhinia thonningii Schum.;0.76;Angola;Afrique;1
21771;BURSERACEAE;Protium sp;;Equateur;Amerique du Sud;0
21772;MELASTOMATACEAE;Miconia sp;;Equateur;Amerique du Sud;0
21773;MORACEAE;Poulsenia armata (Miq.) Standl.;;Equateur;Amerique du Sud;0
21774;MALVACEAE;Theobroma subincanum Mart.;;Equateur;Amerique du Sud;0
21775;SALICACEAE;Hasseltia floribunda Kunth;0.63;Equateur;Amerique du Sud;0
21776;BIGNONIACEAE;Jacaranda copaia (Aubl.) D.Don;;Equateur;Amerique du Sud;0
21777;BURSERACEAE;Dacryodes sp;;Equateur;Amerique du Sud;0
21778;MIMOSACEAE;Pseudopiptadenia psilostachya (DC.) Barneby & Lima;;Equateur;Amerique du Sud;0
21779;MELIACEAE;Trichilia sp;;Equateur;Amerique du Sud;0
21780;CAESALPINIACEAE;Macrolobium sp;;Equateur;Amerique du Sud;0
21781;INCONNUE;Famille inconnue;;Equateur;Amerique du Sud;0
21782;FABACEAE;Dalbergia sp;;Equateur;Amerique du Sud;0
21783;MIMOSACEAE;Inga sp;;Equateur;Amerique du Sud;0
21784;MORACEAE;Batocarpus amazonicus (Ducke) Fosberg;;Equateur;Amerique du Sud;0
21785;MELIACEAE;Guarea sp;;Equateur;Amerique du Sud;0
21786;MIMOSACEAE;Inga sp;;Equateur;Amerique du Sud;0
21787;MALVACEAE;Apeiba membranacea Spruce ex Benth.;;Equateur;Amerique du Sud;0
21788;MORACEAE;Sorocea sp;0.9;Equateur;Amerique du Sud;0
21789;URTICACEAE;Pourouma sp;;Equateur;Amerique du Sud;0
21790;ARALIACEAE;Schefflera sp;;Equateur;Amerique du Sud;0
21791;LAURACEAE;Nectandra sp;;Equateur;Amerique du Sud;0
21792;MORACEAE;Helicostylis sp;0.69;Equateur;Amerique du Sud;0
21793;LAURACEAE;Nectandra sp;;Equateur;Amerique du Sud;0
21794;APOCYNACEAE;Himatanthus sp;;Equateur;Amerique du Sud;0
21795;RUBIACEAE;Simira sp;;Equateur;Amerique du Sud;0
21796;MALVACEAE;Theobroma sp;0.8;Equateur;Amerique du Sud;0
21797;MYRISTICACEAE;Otoba sp;;Equateur;Amerique du Sud;0
21798;BORAGINACEAE;Cordia sp;;Equateur;Amerique du Sud;0
21799;BIGNONIACEAE;Handroanthus billbergii (Bureau & K.Schum) S.O.Grose;1.07;Equateur;Amerique du Sud;0
21800;BIGNONIACEAE;Handroanthus billbergii (Bureau & K.Schum) S.O.Grose;0.98;Equateur;Amerique du Sud;0
21801;BIGNONIACEAE;Handroanthus billbergii (Bureau & K.Schum) S.O.Grose;;Equateur;Amerique du Sud;0
21802;BIGNONIACEAE;Handroanthus billbergii (Bureau & K.Schum) S.O.Grose;;Equateur;Amerique du Sud;0
21803;MORACEAE;Ficus sp;;Equateur;Amerique du Sud;0
21804;MORACEAE;Ficus sp;;Equateur;Amerique du Sud;0
21805;BIGNONIACEAE;Handroanthus chrysantha (Jacq.) S.O.Grose;1.18;Equateur;Amerique du Sud;0
21806;BIGNONIACEAE;Handroanthus chrysantha (Jacq.) S.O.Grose;0.98;Equateur;Amerique du Sud;0
21807;SAPOTACEAE;Pouteria sp;0.9;Equateur;Amerique du Sud;0
21808;SAPOTACEAE;Pouteria sp;0.86;Equateur;Amerique du Sud;0
21809;SAPOTACEAE;Pouteria sp;0.86;Equateur;Amerique du Sud;0
21810;SAPOTACEAE;Pouteria sp;0.94;Equateur;Amerique du Sud;0
21811;COMBRETACEAE;Terminalia oblonga (Ruiz & Pav.) Steud.;;Equateur;Amerique du Sud;0
21812;COMBRETACEAE;Terminalia oblonga (Ruiz & Pav.) Steud.;;Equateur;Amerique du Sud;0
21813;COMBRETACEAE;Terminalia oblonga (Ruiz & Pav.) Steud.;;Equateur;Amerique du Sud;0
21814;COMBRETACEAE;Terminalia oblonga (Ruiz & Pav.) Steud.;;Equateur;Amerique du Sud;0
21815;MYRISTICACEAE;Virola sp;;Equateur;Amerique du Sud;0
21816;MYRISTICACEAE;Virola sp;;Equateur;Amerique du Sud;0
21817;MYRISTICACEAE;Virola sp;;Equateur;Amerique du Sud;0
21818;MYRISTICACEAE;Virola sp;;Equateur;Amerique du Sud;0
21819;MYRISTICACEAE;Virola sp;;Equateur;Amerique du Sud;0
21820;LAURACEAE;Nectandra nicaraguensis;;Equateur;Amerique du Sud;1
21821;LAURACEAE;Nectandra nicaraguensis;0.6;Equateur;Amerique du Sud;1
21822;BURSERACEAE;Dacryodes occidentalis Cuatrec.;;Equateur;Amerique du Sud;0
21823;BURSERACEAE;Dacryodes occidentalis Cuatrec.;;Equateur;Amerique du Sud;0
21824;BURSERACEAE;Dacryodes occidentalis Cuatrec.;;Equateur;Amerique du Sud;0
21825;FABACEAE;Derris hylobia (Harms) J.F.Macbr.;;Equateur;Amerique du Sud;0
21826;FABACEAE;Derris hylobia (Harms) J.F.Macbr.;;Equateur;Amerique du Sud;0
21827;ASTERACEAE;Pollalesta discolor (Kunth) Aristeg.;;Equateur;Amerique du Sud;0
21828;ASTERACEAE;Pollalesta discolor (Kunth) Aristeg.;;Equateur;Amerique du Sud;0
21829;ARALIACEAE;Schefflera morototoni (Aubl.) Maguire Steyerm. & Frodin;;Equateur;Amerique du Sud;0
21830;ARALIACEAE;Schefflera morototoni (Aubl.) Maguire Steyerm. & Frodin;;Equateur;Amerique du Sud;0
21831;ARALIACEAE;Schefflera morototoni (Aubl.) Maguire Steyerm. & Frodin;;Equateur;Amerique du Sud;0
21832;ARALIACEAE;Schefflera morototoni (Aubl.) Maguire Steyerm. & Frodin;;Equateur;Amerique du Sud;0
21833;BIGNONIACEAE;Jacaranda copaia (Aubl.) D.Don;;Equateur;Amerique du Sud;0
21834;BIGNONIACEAE;Jacaranda copaia (Aubl.) D.Don;;Equateur;Amerique du Sud;0
21835;BIGNONIACEAE;Jacaranda copaia (Aubl.) D.Don;;Equateur;Amerique du Sud;0
21836;APOCYNACEAE;Himatanthus sp;;Equateur;Amerique du Sud;0
21837;EUPHORBIACEAE;Sapium stylare Müll.Arg.;0.58;Equateur;Amerique du Sud;0
21838;MALVACEAE;Sterculia sp;;Equateur;Amerique du Sud;0
21839;MALVACEAE;Sterculia sp;;Equateur;Amerique du Sud;0
21840;MALVACEAE;Sterculia sp;;Equateur;Amerique du Sud;0
21841;MALVACEAE;Sterculia sp;;Equateur;Amerique du Sud;0
21842;MALVACEAE;Sterculia sp;;Equateur;Amerique du Sud;0
21843;URTICACEAE;Pourouma sp;;Equateur;Amerique du Sud;0
21844;URTICACEAE;Pourouma sp;;Equateur;Amerique du Sud;0
21845;URTICACEAE;Pourouma sp;;Equateur;Amerique du Sud;0
21846;URTICACEAE;Pourouma sp;;Equateur;Amerique du Sud;0
21847;URTICACEAE;Pourouma sp;;Equateur;Amerique du Sud;0
21848;MALVACEAE;Apeiba membranacea Spruce ex Benth.;;Equateur;Amerique du Sud;0
21849;MALVACEAE;Apeiba membranacea Spruce ex Benth.;;Equateur;Amerique du Sud;0
21850;MALVACEAE;Apeiba membranacea Spruce ex Benth.;;Equateur;Amerique du Sud;0
21851;MALVACEAE;Apeiba membranacea Spruce ex Benth.;;Equateur;Amerique du Sud;0
21852;MALVACEAE;Apeiba membranacea Spruce ex Benth.;;Equateur;Amerique du Sud;0
21853;CAESALPINIACEAE;Tachigali sp;;Equateur;Amerique du Sud;0
21854;CAESALPINIACEAE;Macrolobium sp;0.77;Equateur;Amerique du Sud;0
21855;CAESALPINIACEAE;Macrolobium sp;;Equateur;Amerique du Sud;0
21856;CAESALPINIACEAE;Macrolobium sp;;Equateur;Amerique du Sud;0
21857;LAURACEAE;Nectandra sp;;Equateur;Amerique du Sud;0
21858;MORACEAE;Sorocea sp;;Equateur;Amerique du Sud;0
21859;MELIACEAE;Guarea sp;;Equateur;Amerique du Sud;0
21860;MORACEAE;Poulsenia armata (Miq.) Standl.;;Equateur;Amerique du Sud;0
21861;FABACEAE;Dalbergia sp;;Equateur;Amerique du Sud;0
21862;CAESALPINIACEAE;Tachigali sp;;Equateur;Amerique du Sud;0
21863;CAESALPINIACEAE;Tachigali sp;;Equateur;Amerique du Sud;0
21864;CAESALPINIACEAE;Tachigali sp;;Equateur;Amerique du Sud;0
21865;LAURACEAE;Cinnamomum effusum (Meisn.) Kosterm.;;Mexique;Amerique Centrale et Antilles;1
21866;LAURACEAE;Nectandra martinicensis Mez;0.51;Mexique;Amerique Centrale et Antilles;1
21867;LAURACEAE;Persea americana Mill.;0.45;Mexique;Amerique Centrale et Antilles;1
21868;LAURACEAE;Licaria campechiana (Standl.) Kosterm.;0.75;Mexique;Amerique Centrale et Antilles;1
21869;MIMOSACEAE;Pseudopiptadenia psilostachya (DC.) Barneby & Lima;0.54;Equateur;Amerique du Sud;1
21870;LAURACEAE;Nectandra sp;;Equateur;Amerique du Sud;1
21871;RUTACEAE;Zanthoxylum sp;0.48;Equateur;Amerique du Sud;1
21872;VOCHYSIACEAE;Ruizterania sp;0.75;Equateur;Amerique du Sud;1
21873;LAURACEAE;Nectandra sp;0.61;Equateur;Amerique du Sud;1
21874;MELASTOMATACEAE;Miconia elata (Sw.) DC.;0.61;Equateur;Amerique du Sud;1
21875;MYRISTICACEAE;Otoba sp;0.43;Equateur;Amerique du Sud;1
21876;URTICACEAE;Pourouma minor Benoist;0.35;Equateur;Amerique du Sud;1
21877;MELIACEAE;Cabralea cangerana Mart.;0.58;Equateur;Amerique du Sud;1
21878;MALVACEAE;Sterculia rugosa R.Br.;0.58;Equateur;Amerique du Sud;1
21879;APOCYNACEAE;Himatanthus sucuuba (Spruce ex Müll.Arg.) Woodson;0.65;Equateur;Amerique du Sud;1
21880;VOCHYSIACEAE;Vochysia braceliniae Standl.;0.29;Equateur;Amerique du Sud;1
21881;RUTACEAE;Zanthoxylum sp;;Equateur;Amerique du Sud;1
21882;MIMOSACEAE;Inga sp;0.58;Equateur;Amerique du Sud;1
21883;RUBIACEAE;Chimarrhis glabriflora Ducke;0.86;Equateur;Amerique du Sud;1
21884;BURSERACEAE;Protium sp;;Equateur;Amerique du Sud;1
21885;MALVACEAE;Theobroma subincanum Mart.;0.59;Equateur;Amerique du Sud;1
